BAD,LOAN,MORTDUE,VALUE,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,27800,127770,169440,Mgr,2,0,0,235.728547,1,24,34.84415543
0,27800,142356,177328,ProfExe,6,0,0,315.1755675,0,35,38.59599092
0,27800,181405,229116,ProfExe,0,0,0,297.9981443,0,32,43.52042818
0,27900,55859,92179,Office,0,0,1,94.93254438,0,23,33.09789894
0,27900,73630,106757,ProfExe,11,0,0,282.7596984,1,32,38.26657321
0,27900,137006,207997,ProfExe,5,0,0,194.0931469,1,28,36.90607516
0,27900,66027,102745,ProfExe,9,0,0,298.1032514,1,32,38.25030605
0,27900,69589,115061,Other,5,0,0,97.8638453,1,32,41.47397173
1,27900,62264,39604,Sales,10,3,1,118.7782646,7,23,48.07753147
0,27900,149359,192955,Self,0,0,0,172.5795906,1,16,40.13553136
0,27900,142346,185057,ProfExe,9,0,1,155.548699,0,36,39.39704272
0,27900,50988,81533,Office,1,0,0,167.6144501,2,18,40.62088475
0,27900,113843,156282,ProfExe,7,0,0,109.9596262,2,27,33.94246485
0,27900,135511,184219,ProfExe,1,1,0,241.0522835,2,19,38.60649271
1,27900,90694,121543,Mgr,5,2,1,107.0462506,8,15,0.838117525
0,28000,58002,86427,Other,9,0,1,129.575352,2,29,39.36269322
0,28000,59775,87390,Other,8,0,0,138.4864766,3,30,41.54380471
0,28000,140770,209726,ProfExe,5,0,0,190.329522,0,27,38.88660597
0,28000,49764,74526,Other,24,,1,294.594783,1,30,37.61130938
0,28000,62376,104073,Other,16,1,0,146.1419296,0,30,39.75984964
0,28000,77322,118082,Other,7,0,0,80.65809369,1,31,38.8154384
0,28000,68000,106000,Other,6,,,114.7,11,21,
1,28000,86600,127000,ProfExe,6.5,0,4,234.3666667,5,35,
1,28000,28042,63500,ProfExe,14,2,4,121.7333333,4,28,
0,28000,96015,127551,ProfExe,0,1,0,196.5234881,3,37,34.87164312
0,28100,100420,207737,Other,22,0,0,197.1981219,0,19,26.37254872
0,28100,135991,183598,Mgr,0,,,131.5891244,,38,31.08561766
0,28100,96160,128767,Office,10,0,1,154.672858,0,29,41.11794458
0,28100,86778,110851,Office,9,0,0,398.4023372,0,44,41.04058878
0,28100,32470,54522,Other,35,0,0,295.4966835,0,23,38.7994829
1,28100,61000,99000,Mgr,7,0,1,129.1666667,1,31,
1,28100,72100,112000,ProfExe,20,4,1,120.7333333,1,58,
0,28100,112564,162129,ProfExe,7,0,0,115.564462,2,26,33.09168147
1,28100,75768,,Other,9,,0,133.121867,3,33,46.75180011
0,28200,90485,123674,Other,1,0,1,189.7347419,2,25,41.67698554
0,28200,76011,129352,Office,1,0,0,302.8032607,0,23,36.39047361
0,28200,58232,97555,Other,17,0,1,130.4507649,0,29,38.0927303
0,28200,44363,72966,Mgr,16,1,0,82.27059459,6,16,34.98052537
0,28200,61038,87534,Other,8,0,0,137.4878193,3,30,39.3600186
0,28200,118728,160486,ProfExe,7,0,0,112.5208179,2,26,34.53734229
0,28200,109184,207035,Other,23,0,0,179.9377509,0,18,23.66245669
0,28200,44321,63050,Office,19,0,0,182.2473057,2,22,32.47716703
0,28200,185607,227617,ProfExe,0,0,0,311.0627554,0,33,42.435285
0,28200,,117181,Mgr,9,0,0,170.6461537,0,26,31.60143615
0,28200,148455,191419,Self,1,0,0,186.9830429,0,17,39.56330308
0,28200,100353,131386,Office,9,0,0,146.0654833,0,28,38.67920763
0,28200,51663,92860,Other,24,0,1,172.3406543,0,20,26.9130048
0,28200,148772,186023,Self,3,0,0,203.5758597,1,17,43.30465807
1,28200,66242,109762,Other,8,0,1,130.9695654,0,21,60.29541349
0,28300,72572,117311,Other,6,0,0,85.79724815,1,32,39.8765037
0,28300,,29512,Other,24,0,0,78.10906973,2,14,30.51328344
0,28300,126942,166797,Mgr,0,0,0,244.7222847,1,23,33.394854
0,28300,105000,147000,ProfExe,11,0,0,162.3666667,1,17,
0,28300,71973,119224,Other,4,0,0,89.37995232,2,32,39.98105906
0,28300,68959,102048,ProfExe,12,0,0,278.7147042,1,32,39.93275013
0,28300,130028,178918,Mgr,2,,,113.9426389,,39,33.44016163
0,28300,137159,186153,Mgr,0,,,112.1728125,,38,29.87473149
0,28300,145931,239990,ProfExe,27,0,0,357.2309538,0,19,38.26846999
1,28300,104686,136033,ProfExe,13,0,2,291.1716614,1,27,5.762994872
0,28400,90823,126845,Other,1,0,0,188.7734549,1,25,42.89671511
0,28400,72870,95647,Office,11,0,0,139.0452547,0,20,37.82067846
0,28400,46126,66942,Office,18,0,0,180.6683082,2,21,33.76903515
0,28400,150784,192411,Self,0,0,0,173.3054934,1,16,41.54325414
0,28400,197852,243593,Other,10,0,0,111.1086801,2,26,41.21496534
0,28400,207687,242544,Other,8,0,0,134.0076805,0,41,41.29838663
0,28400,106020,206030,Other,22,0,0,188.7524695,0,18,25.33037232
0,28400,112996,175817,Sales,17,0,0,303.2820551,1,31,36.2890026
0,28400,53480,90560,Other,24,0,1,174.4747237,0,19,24.49083911
0,28400,183314,232345,ProfExe,1,0,0,300.9043101,1,32,42.3362269
0,28400,36484,73478,Mgr,13,1,0,100.9750908,6,16,34.76399378
0,28400,206126,238745,Other,9,0,0,119.0697634,1,42,41.67018774
0,28500,49461,83352,Other,21,0,0,210.0250584,0,26,37.3017641
0,28500,73188,111925,Other,5,,,123.6131744,11,21,44.52055475
0,28500,97262,131830,Office,10,0,0,168.8035325,0,29,42.3249247
0,28500,,41763,Other,12,1,,92.8669886,,13,21.901856
1,28500,108293,135317,Other,5,0,0,219.6152519,4,43,31.20973109
0,28500,84908,108385,Office,10,0,0,384.2850469,0,45,41.34201094
0,28500,43413,73248,Mgr,13,0,0,102.5670171,6,16,35.67150508
0,28500,100145,130522,Office,10,0,0,137.9428692,0,29,39.07258918
0,28500,137174,186118,Mgr,1,,,115.2948111,,39,32.87512565
0,28500,29338,62220,Office,2,0,0,113.2059238,1,6,36.87709851
0,28600,32136,51599,Other,35,0,0,284.0838485,0,23,39.54773379
0,28600,94165,130285,Office,10,0,1,137.8133309,0,28,42.08001604
0,28600,85174,127306,Other,1,0,0,193.0739135,1,24,40.65624858
0,28600,136546,185507,ProfExe,0,0,0,212.3140985,3,19,40.51680132
0,28600,26189,50409,Other,36,0,0,287.4961733,0,23,38.6443946
0,28600,39009,75893,Mgr,12,1,0,85.62551999,6,15,33.97581441
0,28600,105907,156126,ProfExe,10,0,0,165.090735,1,17,33.23130088
0,28600,31634,65157,Office,5,0,0,119.3620256,1,6,40.15941877
1,28600,126189,167157,ProfExe,19,0,2,239.2270359,0,26,31.01274893
0,28700,107281,155874,ProfExe,10,0,0,173.8358358,0,17,32.74036849
0,28700,137247,186685,Mgr,0,,,110.4950024,,39,30.85972433
0,28700,131767,214558,ProfExe,10,0,0,238.794891,2,27,20.52327227
0,28700,67951,106093,ProfExe,11,0,0,263.7439223,0,32,40.21223483
0,28700,133188,179454,ProfExe,1,1,0,223.3486635,1,19,41.13615926
1,28700,25190,59841,Office,1,0,1,201.1767833,0,11,35.72928694
0,28800,204455,245685,Other,8,0,0,123.3967471,1,42,42.34547139
0,28800,132019,168828,Mgr,0,0,0,231.286134,1,24,35.49030567
0,28800,,121560,Mgr,8,1,0,175.2063398,0,26,31.61203845
0,28800,151328,194243,Self,2,0,0,174.9770528,0,17,42.11254013
0,28800,,44761,Other,10,0,,84.72826796,,14,22.84166319
0,28800,134144,185910,Mgr,2,,,122.5038922,,39,30.33821943
0,28800,30357,56776,Other,35,0,0,294.4200214,0,22,37.53746125
0,28900,225000,285000,ProfExe,15,0,1,258.7333333,2,26,
0,28900,135770,188368,ProfExe,0,1,0,229.7532224,2,19,40.63187139
0,28900,91683,127833,ProfExe,0,1,0,187.2424028,3,37,33.16875685
0,28900,134509,211558,ProfExe,10,0,0,247.8444526,2,27,20.61070665
0,28900,89945,124453,Other,2,0,0,194.9102495,2,25,42.71977457
0,28900,,117991,Mgr,7,0,0,159.5500246,0,27,32.16500253
1,28900,63748,36392,Sales,9,4,1,124.2478986,6,23,44.57850006
0,28900,102108,147463,Mgr,19,0,0,205.8658949,0,13,41.65421132
0,28900,75887,117989,Other,4,0,0,92.09054215,2,32,40.77888843
0,28900,77916,130728,Office,2,0,0,290.7726081,1,23,39.09547645
0,28900,109888,182229,Sales,16,0,0,302.2264177,1,30,33.3190619
0,28900,29515,49525,Other,36,0,0,288.6562467,0,24,39.60580772
0,29000,152065,192445,Self,2,0,0,166.9485683,0,16,41.56383925
0,29000,32109,49912,Other,34,0,0,278.5650034,1,23,39.79656076
1,29000,149900,201000,Self,5,4,4,131.9333333,1,29,
1,29000,79000,,ProfExe,8,0,1,189.7,1,33,
1,29000,72478,113000,Other,1.5,0,6,114.6666667,4,12,
1,29000,101824,,Mgr,4,2,4,186.7,0,14,
0,29200,116202,160084,ProfExe,6,0,0,124.1214617,3,26,32.64452984
0,29200,50105,83815,Other,21,0,0,188.2010287,0,26,35.59575067
0,29200,139299,180818,ProfExe,1,0,0,226.8611449,1,19,40.81730925
0,29200,99600,143000,Other,15,0,0,232.3333333,1,40,
0,29300,228059,291314,ProfExe,16,0,1,259.6772021,2,26,28.17364554
0,29300,68024,115954,Other,6,,,109.9150205,11,21,44.36917076
0,29400,119256,160683,ProfExe,6,0,0,109.121197,3,27,33.30176289
1,29400,48800,86000,Other,5,1,0,52.76653273,2,21,
0,29400,39354,75553,Mgr,13,1,0,77.34259704,6,15,35.11044889
0,29400,109457,145453,Other,15,0,0,222.858711,1,40,40.69741846
0,29500,232801,289260,ProfExe,13,0,0,264.4315076,2,25,26.98136309
0,29500,50079,80222,Office,1,0,0,147.9901182,2,19,38.139022
0,29500,48590,81354,Office,0,0,0,157.0263263,3,18,40.17061829
1,29500,118000,169900,Mgr,8,0,0,138.9666667,1,23,
0,29600,233916,291490,ProfExe,15,0,1,259.7334653,2,25,25.10508606
0,29700,46268,79463,Office,0,0,0,161.276029,3,19,40.26196223
0,29700,100657,148653,Other,14,0,0,221.9253115,0,40,42.30290733
0,29800,134560,187551,ProfExe,1,0,0,225.0922987,1,19,39.21193749
0,29800,225481,290762,ProfExe,13,0,1,239.3216306,1,26,24.77798542
0,29800,34000,71000,Other,10,,,115.6666667,,24,
0,29900,230499,294326,ProfExe,15,0,1,250.4910072,2,26,27.92066177
0,29900,135955,182161,ProfExe,0,0,0,235.3710385,2,18,38.69974659
0,29900,73506,115000,Mgr,11,0,0,77.13333333,1,35,
1,29900,22000,,Other,2,2,0,81.13333333,11,10,
0,29900,131756,167302,Mgr,0,0,0,237.5622414,1,24,35.04310052
0,30000,74975,118886,Mgr,12,0,0,85.0457549,0,34,26.34913193
0,30000,77853,114746,Other,6,,,114.5837225,10,21,43.29474364
0,30000,79044,118685,Mgr,12,0,0,92.11887554,1,34,27.22498526
0,30000,12223,35875.06,Other,28.5,0,0,199.8333333,0,15,
0,30000,187000,293000,Other,28,0,0,156.6333333,0,23,
0,30000,32657,76000,Other,,,,288.3333333,0,16,
0,30000,48000,97000,Office,3,0,0,173.5,2,25,
0,30000,224000,282000,ProfExe,5,0,1,209.3666667,0,30,
0,30000,8875,57000,Other,0,0,0,100.4666667,1,6,
1,30000,,50000,Office,4,0,1,118.6666667,1,15,
1,30000,17696,53100,Mgr,20,4,5,147.8666667,0,28,
1,30000,176000,240000,ProfExe,1,1,0,198.8666667,2,13,
1,30000,,46200,,0,1,3,200.9333333,10,15,
0,30000,109583,153132,ProfExe,10,0,0,162.3840072,1,16,33.76030524
0,30000,15214,38094,Other,26,0,0,199.4697909,0,15,39.5498738
0,30000,20000,38000,Other,0.9,0,0,59.83333333,0,7,
0,30100,24350,40356,Other,0,0,0,81.8402502,0,6,13.40999565
1,30100,92249,,Office,2,1,0,180.6801536,0,21,31.08912029
0,30100,138322,186139,ProfExe,2,0,0,215.750868,2,19,39.1891416
0,30100,228006,285921,ProfExe,15,0,0,250.5398841,2,25,27.81329141
0,30100,78124,116280,Mgr,10,0,0,73.75338352,1,35,26.40633196
0,30100,42747,71360,Other,10,,,89.51626546,,24,34.03666376
1,30200,36000,73500,Office,14,0,1,202.9666667,0,33,
1,30200,80951,116160,ProfExe,19,4,0,130.3603618,0,58,50.35299879
0,30200,124000,171366,Mgr,13,0,0,176.5,2,28,
0,30200,20956,39333,Other,0,1,0,73.39179752,0,7,13.49536737
0,30200,106594,148695,Other,13,0,0,239.918405,1,39,41.27520899
0,30200,34955,79556,Other,8,,,121.0233134,,23,32.8045306
0,30300,137927,182588,ProfExe,1,1,0,248.980672,1,18,40.36185207
1,30300,,52545,,1,1,3,187.7221845,10,15,2.594364447
0,30300,54352,79302,Office,0,0,0,152.2027769,3,19,41.62936282
0,30300,109859,153240,ProfExe,10,0,0,172.6879798,0,17,34.54949648
0,30300,18306,66747,Other,1,0,0,95.18143755,1,6,37.58289841
0,30300,36014,76525,Mgr,14,0,0,88.93446885,5,16,34.9372716
0,30400,45747,78829,Office,0,0,0,174.3637482,3,18,41.25679468
0,30400,40386,68120,Mgr,12,1,0,98.82015368,5,15,34.02025719
0,30400,46948,80473,Office,0,0,0,151.5970972,2,19,37.75387662
0,30400,55429,103948,Office,3,0,0,182.4841642,1,25,35.15098079
0,30500,77246,121758,Mgr,10,0,0,79.21417248,0,34,26.52174054
0,30500,57516,103086,Office,3,0,0,166.1995272,2,24,37.81408909
0,30500,113822,148478,ProfExe,10,0,0,165.7882784,0,16,31.16320701
0,30500,108736,147531,Other,13,0,0,228.6103591,1,40,43.12276156
0,30500,138082,181157,ProfExe,2,1,0,219.2473072,1,19,40.87469852
0,30500,10952,65166,Other,0,0,0,91.95160351,1,6,37.69262438
0,30500,124225,181129,Mgr,11,0,0,189.4391712,2,28,43.16839173
1,30500,18375,61738,Mgr,20,3,5,141.7031333,0,28,45.3547887
0,30600,35332,71898,Other,10,,,115.2108955,,24,33.07135028
0,30600,78355,124426,Mgr,11,0,0,81.22339757,1,34,25.94257777
0,30600,231344,284199,ProfExe,7,0,1,202.5286035,0,29,15.82390006
0,30600,54372,78653,Office,0,0,0,156.4135697,3,19,40.61109433
0,30700,36804,83295,Other,,,,289.3998161,0,15,42.21386978
0,30700,14834,64870,Other,1,0,0,99.70436212,1,5,36.69232406
0,30800,129062,176389,Mgr,13,0,0,184.3193761,2,28,40.89430209
0,30800,29226,44735,Other,1,0,0,66.24471976,0,7,13.78396544
0,30800,15428,45495,Other,28,0,0,200.5091243,0,15,42.38798551
0,30800,195221,293118,Other,29,0,0,151.9574182,0,22,38.18102732
1,30800,147577,187129,Office,11,0,0,,0,0,42.36225264
0,30800,21172,37333,Other,30,0,0,208.4986963,0,15,41.35817107
0,30800,125787,175196,Mgr,13,0,0,157.8776807,2,29,41.35097453
0,30800,54981,82038,Office,2,0,0,165.0778474,2,19,41.23925628
0,30900,230978,291013,ProfExe,12,0,1,268.394238,1,26,26.24819069
0,30900,189798,301984,Other,28,0,0,150.9173633,0,22,37.23650784
1,30900,106717,,Mgr,4,2,4,172.4323547,0,13,47.79590611
0,30900,190480,298239,Other,27,0,1,164.6048706,0,23,39.60145213
0,31000,133471,188154,ProfExe,0,0,0,218.5382606,2,18,40.31508349
1,31000,67794,103535,Mgr,7,0,1,116.8989899,1,31,44.06542878
0,31000,37507,71612,Other,10,,,112.8714443,,24,31.78445617
0,31000,118000,167000,ProfExe,17,0,0,127.0333333,1,17,
1,31000,30000,72000,Mgr,20,2,0,127.3,1,14,
0,31000,13542,58827,Other,0,0,0,92.1329084,0,6,36.25696875
0,31000,51370,103298,Office,0,0,0,175.6096146,2,25,38.09341464
0,31100,73386,108864,Other,5,,,119.5395184,10,21,42.82660083
0,31100,136521,188264,ProfExe,1,1,0,227.6518778,2,19,38.51864488
0,31200,22907,46357,Other,0,0,0,62.41629688,0,6,15.02803747
0,31200,234304,290923,ProfExe,14,0,1,260.9197759,2,26,27.05723429
0,31200,14906,64767,Other,0,0,0,80.35557059,0,5,35.03907537
0,31200,124295,176185,Mgr,12,0,0,171.2144163,1,27,43.17681901
0,31200,15557,62847,Other,0,0,0,99.56044187,1,6,37.39411875
1,31200,38352,80550,Mgr,21,1,0,116.4379076,0,14,35.38186329
0,31300,33658,76624,Other,,,,286.6962892,0,15,40.3573739
0,31300,119911,171916,ProfExe,16,0,0,140.4494714,0,16,27.6899107
0,31300,188655,298090,Other,28,0,0,153.0868546,0,22,40.29677071
0,31300,106960,144201,Other,15,0,0,230.4130352,0,40,42.66665957
0,31400,12617,36082,Other,30,0,0,205.4598874,0,15,41.97900067
0,31400,16209,62450,Other,1,0,0,108.3876577,1,6,38.12127507
0,31400,37750,76204,Other,,,,268.2649306,0,16,41.44876331
1,31500,16800,,,12,1,2,110.6333333,4,20,
1,31500,15391,,,2.6,6,1,57.83333333,0,8,
1,31500,22100,35000,Other,1.9,2,0,85.23333333,2,14,
1,31500,16000,43040,Other,0,1,1,98.43333333,1,11,
0,31500,49020,100700,Office,4,0,0,169.6890389,1,25,36.03464456
0,31500,10879,58089,Other,0,0,0,94.24803572,0,5,38.66240227
0,31500,224572,282839,ProfExe,7,0,1,212.7553311,0,29,16.62648898
0,31600,11478,66275,Other,1,0,0,97.19863392,1,5,35.94520575
0,31600,15036,44220,Other,28,0,0,204.7009169,0,14,42.61822346
0,31700,72809,109678,Other,5,,,117.4739215,10,21,41.51283589
0,31700,55247,103246,Office,3,0,0,177.2769279,1,25,35.30277411
1,31800,60279,97875,Mgr,6,0,11,312.4333333,0,46,
0,31800,34302,77481,Other,10,,,123.468827,,24,33.63468905
0,31800,126316,180750,Mgr,14,0,0,167.8572559,2,28,42.63343718
0,31800,70680,114720,Other,5,,,115.8502492,11,20,43.06942356
0,31800,71553,111237,Other,6,,,114.1237846,10,20,41.45670798
0,31800,125864,175163,Mgr,12,0,0,174.209344,2,28,40.5848115
0,31800,37100,74796,Other,10,,,109.7765826,,23,33.68886616
0,31800,226152,283022,ProfExe,4,0,1,209.2973763,0,29,15.73414368
0,31800,195134,299299,Other,29,0,0,161.8851264,0,22,38.63702392
0,31900,34498,82962,Other,,,,285.2974893,0,16,41.15524125
0,31900,15150,61388,Other,1,0,0,101.8594387,1,5,37.8165708
0,31900,104092,143832,Other,15,0,0,235.2018195,1,40,43.69152442
0,31900,23517,47805,Other,0,0,0,78.81360028,0,7,16.7277481
0,31900,83226,115509,Mgr,11,0,0,79.03011561,0,34,26.52185952
0,31900,16363,43218,Other,29,0,0,200.3016025,0,14,42.09417911
0,32000,42478,85942,Other,,,,278.3638835,0,16,40.25722171
1,32000,33148,69965,ProfExe,13,2,4,112.5108654,3,27,36.02150867
0,32000,35219,76888,Other,9,,,110.4525208,,23,32.36421263
0,32000,232000,36300,Mgr,3,0,2,206.0333333,3,50,
1,32000,92400,215000,Self,2.5,1,3,165.3333333,1,40,
0,32000,22832,43358,Other,1,0,0,68.32898424,0,7,13.66579769
0,32100,127901,176592,Mgr,12,0,0,186.6022388,2,27,40.95937708
0,32100,120725,168783,ProfExe,15,0,0,121.5604199,1,17,27.90222161
0,32200,16232,60238,Other,0,0,0,116.7297455,1,5,37.99908153
0,32200,118793,171024,ProfExe,16,0,0,119.6034777,1,16,29.01132772
0,32200,188427,293790,Other,27,0,0,157.7262908,0,23,37.06575888
0,32200,108871,151667,Other,11,0,0,227.4154384,0,40,40.18309857
0,32300,235343,45270,Mgr,3,0,1,210.9224034,3,49,41.26480552
0,32300,195243,294372,Other,27,0,0,150.2093805,0,22,39.07277566
0,32300,14163,60626,Other,0,0,0,109.031088,1,6,36.50108651
1,32300,167000,221100,Mgr,4,0,0,185.7,3,21,
0,32300,23448,45557,Other,0,0,0,69.19973077,0,7,15.77819668
0,32300,28213,40515,Other,0,0,0,55.04424252,0,7,15.39687666
0,32300,133193,174905,Mgr,13,0,0,177.0516476,1,28,39.4756896
0,32300,194350,299720,Other,28,0,0,170.1968674,0,23,40.25151003
0,32300,41877,78220,Other,8,,,121.9977294,,23,31.87626204
0,32400,51220,106361,Office,3,0,0,172.362148,2,24,36.48909721
1,32400,103000,149500,Mgr,12,1,0,88.23333333,2,38,
0,32400,128523,179390,Mgr,13,0,0,150.0842871,1,28,43.14434551
0,32500,124548,169881,ProfExe,16,0,0,129.524283,1,17,28.85081359
0,32500,193409,297294,Other,30,0,0,150.7998535,0,22,40.59278045
0,32500,232057,286938,ProfExe,15,0,1,249.9549333,2,26,25.25477175
0,32600,17918,40000,Mgr,7,0,0,45.66666667,0,7,
0,32600,233216,38583,Mgr,4,0,1,226.1469888,2,49,40.22218286
0,32600,79874,125000,Mgr,30,0,0,340.9,0,20,
0,32700,14955,38584,Other,29,0,0,197.9863148,0,14,41.52909627
0,32700,39796,77819,Other,,,,294.4306958,0,15,40.23707296
0,32800,35458,78116,Other,9,,,126.5177052,,23,33.68805656
0,32800,13781,43371,Other,28,0,0,203.8393048,0,14,40.65777994
0,32800,189564,296728,Other,27,0,0,155.5368967,0,23,38.05331686
0,32800,37231,80347,Other,9,,,113.9365929,,24,32.17001962
0,32900,232792,293949,ProfExe,13,0,1,275.6958052,1,26,27.87825784
1,32900,,55657,,1,1,3,210.0122648,10,15,1.909225163
0,32900,49709,101222,Office,2,0,0,181.9098245,2,24,35.04559626
0,32900,9200,66056,Other,0,0,0,107.6734382,1,6,37.18955165
0,32900,37265,76154,Other,7,,,128.7311432,,23,34.85797706
0,33000,18026,57436,Other,0,0,0,94.11896805,0,5,37.74993373
0,33000,232113,46286,Mgr,3,0,1,214.3529578,2,50,42.51200002
0,33000,54821,104724,Office,1,0,0,164.3009187,1,24,34.39190747
1,33000,153000,164000,Office,9,0,0,117.6666667,4,32,
0,33000,138000,190000,ProfExe,22,0,0,188.1666667,1,22,
0,33000,227543,289091,ProfExe,3,0,0,203.9415862,0,29,17.42563348
0,33000,104422,152298,Other,15,0,0,227.6777656,0,40,42.2817024
0,33100,236847,46091,Mgr,1,0,2,205.6506602,3,49,41.83267428
1,33100,111917,156552,Mgr,12,0,0,107.2948996,2,37,41.44154866
0,33100,238018,44379,Mgr,3,0,2,195.3652599,3,49,40.41559886
1,33200,36705,78040,Mgr,19,2,0,120.090143,0,13,35.01574872
0,33200,195971,298682,Other,29,0,0,138.5666478,0,22,39.88756232
0,33200,119049,175867,ProfExe,17,0,0,112.4677853,0,16,28.51781662
0,33200,57419,103648,Office,4,0,0,175.3867231,1,25,34.28625051
0,33200,23858,40268,Other,0,0,0,56.60389545,0,7,16.6958286
0,33200,140690,195001,ProfExe,21,0,0,177.247554,0,22,38.98121028
0,33300,19675,47894,Mgr,6,0,0,42.43527965,0,7,36.66861708
1,33400,59000,85000,Self,2,0,7,240.4333333,3,26,
0,33400,20921,37363,Other,28,0,0,198.8970467,0,14,42.55636282
0,33400,37262,76717,Other,9,,,131.044986,,24,32.02105145
0,33500,73761,117729,Mgr,11,0,0,62.12090961,0,35,25.46161407
1,33500,54079,66261,Mgr,15,4,0,142,0,14,
0,33500,18934,42328,Mgr,5,0,0,38.69922722,0,6,34.22224671
0,33500,37843,80771,Other,10,,,107.9971112,,23,33.96233051
0,33500,240157,42013,Mgr,3,0,2,201.6122988,2,50,41.64479426
0,33500,49292,104421,Office,1,0,0,161.8332356,1,25,36.89609946
0,33500,18804,43982,Mgr,7,0,0,46.76290645,0,6,34.98037124
0,33600,87451,131949,Mgr,30,0,0,342.4680597,0,20,40.89238843
0,33600,79877,118554,Mgr,9,0,0,78.32776771,1,35,25.01202037
0,33600,233630,284049,ProfExe,4,0,0,218.9936962,0,30,14.07235376
0,33700,73877,124834,Mgr,10,0,0,68.48269459,0,34,25.96045509
0,33700,142468,195770,ProfExe,22,0,0,200.8607367,1,22,36.50527114
0,33700,12512,42634,Other,28,0,0,184.134954,0,15,42.48237422
0,33700,28956,45640,Other,0,0,0,59.04270368,0,6,16.49508064
0,33700,132617,172152,Mgr,15,0,0,178.4111833,1,28,42.45764485
0,33700,147522,198737,ProfExe,20,0,0,188.1493561,1,21,37.30853626
0,33700,83471,133221,Mgr,29,0,0,334.5812066,0,19,39.09556626
0,33700,26395,48905,Mgr,6,0,0,48.71005322,0,7,36.42433271
0,33700,36851,78893,Other,,,,302.7271504,0,16,41.82215988
0,33800,15648,43726,Other,29,0,0,198.4511737,0,14,42.51197505
0,33900,128884,172094,Mgr,12,1,0,166.6247382,1,27,42.31889922
0,33900,13154,62208,Other,1,0,0,111.980657,1,5,37.4669773
0,33900,232317,38412,Mgr,2,0,2,213.2096514,3,50,42.5578291
0,33900,231455,290039,ProfExe,4,0,0,222.8746479,0,30,16.6894908
0,34000,121625,169369,ProfExe,15,0,0,112.3149971,0,17,28.99431237
0,34000,232312,286305,ProfExe,4,0,0,219.6589319,0,29,15.73593489
0,34000,57025,103563,Office,3,0,0,173.4941319,2,24,36.91389765
0,34100,139035,198788,ProfExe,23,0,0,171.9632916,1,22,37.68589208
0,34100,241545,42189,Mgr,1,0,2,196.5542212,3,50,42.04270618
0,34100,138523,196555,ProfExe,21,0,0,185.0054347,1,22,38.8960395
0,34100,241931,36486,Mgr,1,0,2,196.0088316,3,50,42.45858179
0,34200,119575,175235,ProfExe,16,0,0,131.5424382,1,16,27.14989852
0,34300,89000,137000,Other,12,0,0,63.93333333,1,36,
0,34300,146171,196270,ProfExe,19,0,0,195.555801,1,21,37.94959341
0,34300,118911,168901,ProfExe,16,0,0,134.7340235,0,17,28.81751546
0,34400,97971,145124,Other,13,0,0,67.83204167,1,36,40.40270584
1,34400,155536,169503,Office,10,0,0,107.7099227,4,32,58.8269296
0,34500,109000,159500,Other,,0,0,250.6333333,3,14,
1,34600,169960,224716,Mgr,2,0,0,182.0684611,2,21,32.71020486
0,34600,27851,42623,Mgr,6,0,0,45.92716617,0,7,35.13109271
0,34600,143542,195327,ProfExe,23,0,0,174.6353487,1,22,37.44738401
0,34700,81688,131993,Mgr,27,0,0,327.4923598,0,19,41.21264082
0,34800,115191,165667,Other,,0,0,244.09767,4,14,36.13117578
1,34800,121399,164000,Office,11,0,1,208,2,34,
0,34800,138680,190729,ProfExe,21,0,0,198.1233342,0,21,35.57723925
0,34800,139519,195663,ProfExe,22,0,0,182.6647722,0,22,36.95591736
0,34900,121550,174507,ProfExe,17,0,0,110.9431095,1,17,30.69930302
0,34900,236340,37598,Mgr,2,0,1,220.6025351,4,50,41.85741593
0,35000,240994,39401,Mgr,3,0,1,210.5018174,3,50,42.96751164
0,35000,239058,40848,Mgr,4,0,1,212.0154058,3,49,40.13181545
1,35000,227000,316000,ProfExe,3,0,0,160.2666667,1,25,
0,35000,31000,50000,Other,,0,0,,7,0,
0,35000,197906,265000,ProfExe,4,0,0,246.5666667,0,32,
1,35000,391000,505000,ProfExe,4.5,0,0,192.7666667,0,22,
0,35100,33844,55100,Other,,0,0,,6,0,34.70302378
0,35100,88197,132776,Mgr,30,0,0,333.0463123,0,20,39.29472094
0,35200,239513,37076,Mgr,0,0,1,183.3734524,2,49,40.7798487
0,35200,234682,37079,Mgr,2,0,1,216.6666372,2,50,40.41005141
0,35200,239987,43028,Mgr,2,0,1,210.1890052,3,49,41.33662673
0,35300,83439,134691,Mgr,30,0,0,355.8060308,0,20,41.88307125
0,35400,90295,139602,Other,12,0,0,62.80681071,0,35,40.22961403
0,35500,142713,196335,ProfExe,21,0,0,191.8661175,1,22,35.64744257
0,35600,116080,163905,Other,,0,0,252.3710369,3,14,34.62775217
0,35600,20552,46697,Mgr,7,0,0,45.14448683,0,6,36.06282742
0,35600,31807,51823,Other,,0,0,,7,0,34.44309217
0,35700,238104,43026,Mgr,3,0,1,206.6470786,3,49,41.27663712
0,35800,207312,271738,ProfExe,4,0,0,228.8020074,0,32,32.68199935
0,35800,93309,137370,Other,12,0,0,70.02470469,0,36,41.86164685
